MAL_ID|Name|Score|Genres|Type|Episodes|Aired|End|Producers|Licensors|Studios|Source|Duration|Rating|Ranked|Popularity|Members|Favorites|Watching|Completed|On-Hold|Dropped|Plan to Watch|Score-10|Score-9|Score-8|Score-7|Score-6|Score-5|Score-4|Score-3|Score-2|Score-1
96|Mobile Fighter G Gundam|7.56|Adventure, Comedy, Drama, Martial Arts, Mecha, Romance, Sci-Fi, Space, Sports|TV|49|4/1/1994|3/31/1995|TV Asahi, Sotsu|Bandai Entertainment|Sunrise|Original|24 min. per ep.|PG-13 - Teens 13 or older|1396|2109|55463|896|2499|38653|2505|1607|10199|3208|4873|8426|8118|3463|1607|696|279|129|104
97|Last Exile|7.82|Action, Sci-Fi, Adventure|TV|26|4/8/2003|9/30/2003|GDH, Victor Entertainment, TV Tokyo Music|Funimation, Geneon Entertainment USA|Gonzo|Original|24 min. per ep.|PG-13 - Teens 13 or older|795|995|149528|1848|5943|77235|6541|5038|54771|7078|12558|20122|14844|5886|2579|825|286|140|109
98|Mai-HiME|7.46|Action, Comedy, Drama, Fantasy, Magic, Mecha, Romance, School, Shoujo Ai|TV|26|9/30/2004|3/31/2005|Bandai Visual, TV Tokyo Music, Studio Zain|Funimation, Bandai Entertainment|Sunrise|Original|23 min. per ep.|PG-13 - Teens 13 or older|1698|1381|101495|1262|3442|60321|3690|4215|29827|4076|7287|12622|12897|6091|3053|1129|391|211|191
99|Mai-Otome|7.31|Comedy, Drama, Fantasy, Magic|TV|26|10/7/2005|3/31/2006|Bandai Visual, Lantis, TV Tokyo Music|Funimation, Bandai Entertainment|Sunrise|Original|24 min. per ep.|PG-13 - Teens 13 or older|2308|2370|46018|333|1147|31335|1222|1598|10716|1673|3271|5798|6647|3441|1676|706|242|128|101
100|Shin Shirayuki-hime Densetsu Prétear|7.2|Comedy, Drama, Fantasy, Magic, Romance, Shoujo, Super Power|TV|13|4/4/2001|6/27/2001|Kadokawa Shoten, Rondo Robe|ADV Films, Funimation|Hal Film Maker|Manga|23 min. per ep.|PG-13 - Teens 13 or older|2785|2162|53508|457|1607|33827|1504|1760|14810|2198|3135|5368|7030|4152|2306|783|270|127|98
101|Air|7.32|Slice of Life, Supernatural, Drama, Romance|TV|12|1/7/2005|3/25/2005|Pony Canyon, TBS, Movic|ADV Films, Funimation|Kyoto Animation|Visual novel|24 min. per ep.|PG-13 - Teens 13 or older|2230|563|259381|2704|7367|170036|8109|9992|63877|15057|20060|31042|33295|19368|10463|4988|2039|1105|803
102|Aishiteruze Baby★★|7.48|Comedy, Drama, Romance, Shoujo|TV|26|4/3/2004|10/9/2004|Animax, Toei Video, Sunny Side Up||TMS Entertainment|Manga|25 min. per ep.|PG-13 - Teens 13 or older|1634|1529|89533|571|3772|59770|4008|4946|17037|4497|7282|12321|12618|6389|3227|1069|426|187|180
103|Akazukin Chacha|7.39|Adventure, Comedy, Fantasy, Magic, Romance, Shoujo|TV|74|1/7/1994|6/30/1995|Nihon Ad Systems, Shueisha||Gallop|Manga|24 min. per ep.|G - All Ages|1941|4551|12006|88|691|5140|993|994|4188|407|578|1068|1283|664|379|76|28|18|16
104|Ayashi no Ceres|7.23|Adventure, Comedy, Horror, Psychological, Supernatural, Drama, Romance, Shoujo|TV|24|4/20/2000|9/28/2000|Bandai Visual|VIZ Media, Discotek Media|Studio Pierrot|Manga|21 min. per ep.|R - 17+ (violence & profanity)|2641|2182|53189|535|2099|31162|2479|3400|14049|2450|3244|5415|6299|3891|2210|923|322|216|149
105|Boys Be...|6.46|Slice of Life, Comedy, Romance, Shounen|TV|13|4/11/2000|7/4/2000||Nozomi Entertainment|Hal Film Maker|Manga|23 min. per ep.|PG-13 - Teens 13 or older|6088|3665|20032|41|768|10371|809|1385|6699|293|487|1201|2242|1965|1301|521|206|135|95
106|Hana yori Dango|7.7|Drama, Romance, School, Shoujo|TV|51|9/8/1996|8/31/1997||VIZ Media, Discotek Media|Toei Animation|Manga|25 min. per ep.|PG-13 - Teens 13 or older|1027|2293|48623|762|2502|25257|2178|2974|15712|3054|3590|4926|4575|2356|1150|531|184|131|125
107|Ou Dorobou Jing|7.23|Adventure, Comedy, Fantasy, Sci-Fi, Shounen|TV|13|5/15/2002|8/14/2002|Aniplex|ADV Films|Studio Deen|Manga|24 min. per ep.|PG-13 - Teens 13 or older|2625|2817|32988|210|1343|16532|1452|1714|11947|1207|1611|2900|3598|2020|1075|433|186|101|56
108|Ou Dorobou Jing in Seventh Heaven|7.29|Adventure, Fantasy, Psychological, Comedy, Shounen|OVA|3|1/21/2004|4/28/2004|Aniplex|ADV Films, Funimation|Studio Deen|Manga|30 min. per ep.|PG-13 - Teens 13 or older|2367|4619|11591|29|283|7309|208|159|3632|465|673|1208|1470|746|344|141|42|20|14
109|Bakuretsu Tenshi|6.81|Adventure, Comedy, Mecha, Sci-Fi|TV|24|4/7/2004|9/15/2004|GDH, TV Asahi, Imagica|Funimation|Gonzo|Original|23 min. per ep.|PG-13 - Teens 13 or older|4381|1965|62106|257|2789|34321|3539|4492|16965|1383|2510|5383|8232|5547|3386|1514|575|283|185
110|Chuuka Ichiban!|7.63|Action, Comedy, Drama, Shounen|TV|52|4/27/1997|9/13/1998|||Nippon Animation|Manga|23 min. per ep.|PG-13 - Teens 13 or older|1195|4086|15608|107|990|8203|837|817|4761|653|1051|1978|1930|768|313|85|29|12|26
111|Corrector Yui|6.83|Sci-Fi, Adventure, Comedy, Magic|TV|52|4/9/1999|10/20/2000|NHK, Studio Tron|VIZ Media|Nippon Animation|Original|25 min. per ep.|PG - Children|4318|4519|12222|50|463|6825|661|963|3310|288|424|929|1531|1205|635|217|90|32|29
112|Chou Henshin Cosprayers|4.95|Action, Ecchi, Adventure, Fantasy, Magic, Comedy, Super Power, Sci-Fi|TV|8|1/12/2004|3/1/2004|m.o.e.||Imagin, Studio Live|Original|14 min. per ep.|PG-13 - Teens 13 or older|10648|5542|7392|5|269|3567|243|568|2745|58|65|159|332|474|547|390|306|258|206
113|Uchuu no Stellvia|7.38|Action, Mecha, Romance, Sci-Fi, Space|TV|26|4/3/2003|9/25/2003|Starchild Records, TV Tokyo Music|Discotek Media, Geneon Entertainment USA|Xebec|Original|23 min. per ep.|PG-13 - Teens 13 or older|1980|3577|20924|127|820|10722|957|960|7465|602|1185|2345|2383|1088|624|190|77|32|38
114|Sakigake!! Cromartie Koukou|7.93|Comedy, School, Shounen|TV|26|10/3/2003|3/26/2004|TV Tokyo Music|ADV Films, Sentai Filmworks, Discotek Media|Production I.G|Manga|12 min. per ep.|PG-13 - Teens 13 or older|631|1279|112001|1561|8242|49634|7970|5164|40991|6849|9462|13308|9330|3951|1749|777|340|190|181
115|El Hazard: The Alternative World|6.83|Adventure, Comedy, Fantasy|TV|13|1/8/1998|3/26/1998|Pioneer LDC|Geneon Entertainment USA|AIC|Original|25 min. per ep.|PG-13 - Teens 13 or older|4315|4961|9684|10|275|6251|307|352|2499|213|339|820|1383|944|460|158|57|25|19
116|El Hazard: The Wanderers|6.97|Adventure, Comedy, Romance, Fantasy|TV|26|10/6/1995|3/29/1996|TV Tokyo, Geneon Universal Entertainment, SoftX, Pioneer LDC, TV Tokyo Music, Atelier Musa|Nozomi Entertainment, Geneon Entertainment USA|AIC|Original|23 min. per ep.|PG-13 - Teens 13 or older|3735|4198|14603|35|613|8190|628|667|4505|333|526|1268|2070|1145|604|194|75|28|27
117|El Hazard: The Magnificent World|7.32|Adventure, Comedy, Romance, Fantasy|OVA|7|5/26/1995|1/25/1996|Pioneer LDC|Nozomi Entertainment, Geneon Entertainment USA|AIC|Original|34 min. per ep.|PG-13 - Teens 13 or older|2240|4129|15406|91|521|9059|408|352|5066|472|812|1707|2079|1016|451|116|31|17|21
118|El Hazard 2: The Magnificent World|6.85|Adventure, Comedy, Fantasy|OVA|4|3/21/1997|10/25/1997|Pioneer LDC|Geneon Entertainment USA|AIC|Original|30 min. per ep.|PG-13 - Teens 13 or older|4239|5421|7745|5|163|5472|166|120|1824|171|312|708|1243|772|386|135|41|14|9
119|Final Approach|6.56|Comedy, Drama, Romance, Slice of Life|TV|13|10/3/2004|12/26/2004|Trinet Entertainment||Zexcs|Visual novel|14 min. per ep.|PG-13 - Teens 13 or older|5567|2887|31774|48|958|21798|756|1088|7174|706|1106|2476|4634|3714|2099|946|430|219|135
120|Fruits Basket|7.69|Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo|TV|26|7/5/2001|12/27/2001|TV Tokyo, Nihon Ad Systems, King Records|Funimation|Studio Deen|Manga|24 min. per ep.|PG-13 - Teens 13 or older|1058|314|420919|9504|15410|297921|12910|16709|77969|31688|40622|59206|56487|25501|12518|4273|1538|810|684
121|Fullmetal Alchemist|8.17|Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen|TV|51|10/4/2003|10/2/2004|Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System|Funimation, Aniplex of America|Bones|Manga|24 min. per ep.|PG-13 - Teens 13 or older|337|52|1151621|26564|52738|880215|41631|38693|138344|124399|176993|211302|133850|44438|16255|5872|1769|970|1150
122|Full Moon wo Sagashite|7.96|Music, Comedy, Supernatural, Drama, Romance, Shoujo|TV|52|4/6/2002|3/29/2003|Nihon Ad Systems|VIZ Media|Studio Deen|Manga|24 min. per ep.|PG-13 - Teens 13 or older|585|1519|90884|1823|3807|51760|4784|5484|25049|7554|8073|10115|8601|4017|2128|662|301|147|118
123|Fushigi Yuugi|7.64|Adventure, Fantasy, Magic, Martial Arts, Comedy, Romance, Historical, Drama, Shoujo|TV|52|4/6/1995|3/28/1996|TV Tokyo, Shogakukan-Shueisha Productions, Yomiko Advertising, Apollon|Media Blasters, Geneon Entertainment USA|Studio Pierrot|Manga|23 min. per ep.|PG-13 - Teens 13 or older|1172|1434|96861|2277|5124|53674|5497|5964|26602|6725|7328|10308|10558|5267|2796|1106|434|249|184
124|Fushigi Yuugi: Eikouden|6.86|Adventure, Fantasy, Romance, Drama, Shoujo|OVA|4|12/21/2001|6/25/2002||Media Blasters, Geneon Entertainment USA|Studio Pierrot|Manga|30 min. per ep.|PG-13 - Teens 13 or older|4189|4101|15576|69|257|11630|225|218|3246|844|938|1382|1942|1311|813|459|229|137|86
125|Futakoi|6.49|Comedy, Romance, School|TV|13|10/6/2004|12/29/2004|Lantis||Telecom Animation Film|Original|24 min. per ep.|PG-13 - Teens 13 or older|5946|2900|31358|22|1052|19836|962|1485|8023|554|951|2189|3951|3320|2136|955|400|199|123
126|Futakoi Alternative|6.91|Comedy, Drama, Romance|TV|13|4/7/2005|6/30/2005|Lantis||ufotable, feel., Studio Flag|Original|24 min. per ep.|PG-13 - Teens 13 or older|3968|3071|28297|71|1073|13965|1144|1565|10550|560|1097|2174|3058|2019|1125|534|209|112|72
127|Gate Keepers|6.96|Action, Sci-Fi, Comedy, Fantasy, Mecha, Shounen|TV|24|4/3/2000|9/18/2000|Media Factory|Geneon Entertainment USA|Gonzo|Game|25 min. per ep.|PG-13 - Teens 13 or older|3767|3717|19351|59|726|11013|941|1182|5489|368|734|1738|2740|1575|850|289|121|54|37
128|Gate Keepers 21|6.79|Action, Drama, Mecha, Sci-Fi, Shounen|OVA|6|4/24/2002|1/8/2003||Geneon Entertainment USA|Gonzo|Game|30 min. per ep.|PG-13 - Teens 13 or older|4489|5026|9399|23|216|5904|271|273|2735|148|364|769|1295|910|484|166|51|34|19
129|Gensoumaden Saiyuuki|7.59|Action, Adventure, Comedy, Demons, Drama, Shounen, Supernatural|TV|50|4/4/2000|3/27/2001|TV Tokyo, Dentsu, Group TAC|ADV Films|Studio Pierrot|Manga|23 min. per ep.|R - 17+ (violence & profanity)|1315|2359|46228|833|2628|22100|3188|3069|15243|2047|2974|4914|4998|2227|1164|477|160|95|84
130|Saiyuuki Reload|7.41|Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural|TV|25|10/2/2003|3/25/2004||Geneon Entertainment USA|Studio Pierrot|Manga|23 min. per ep.|PG-13 - Teens 13 or older|1858|3071|28277|116|1224|15616|1186|1189|9062|991|1565|3008|3394|1533|687|239|91|41|44
131|Saiyuuki Reload Gunlock|7.42|Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural|TV|26|4/2/2004|9/24/2004||Geneon Entertainment USA|Studio Pierrot|Manga|24 min. per ep.|PG-13 - Teens 13 or older|1840|3724|19393|51|728|10446|702|519|6998|716|1020|1877|2162|944|439|157|62|20|24
132|GetBackers|7.61|Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural|TV|49|10/5/2002|9/20/2003|TBS, Kodansha, Rondo Robe, Rakuonsha|ADV Films, Sentai Filmworks|Studio Deen|Manga|24 min. per ep.|PG-13 - Teens 13 or older|1249|1339|105139|911|5642|55921|8039|7436|28101|4256|7697|13542|13161|5666|2726|877|320|136|108
133|Green Green|6.21|Comedy, Ecchi, Romance, School, Slice of Life|TV|12|7/12/2003|9/27/2003|Pony Canyon, Memory-Tech, Studio Jack|Media Blasters|Studio Matrix|Visual novel|24 min. per ep.|R+ - Mild Nudity|7303|1333|106208|263|2671|79017|2144|5446|16930|2977|4121|8463|13923|12367|8440|4931|2663|2082|1929
134|Gunslinger Girl|7.42|Action, Psychological, Military, Drama, Sci-Fi|TV|13|10/9/2003|2/19/2004|Marvelous, Fuji TV|Funimation|Madhouse|Manga|24 min. per ep.|R - 17+ (violence & profanity)|1821|920|161010|1140|6742|82948|7728|8160|55432|5251|9781|18687|18770|9310|4497|1770|641|294|273
135|Hikaru no Go|8.11|Comedy, Game, Shounen, Supernatural|TV|75|10/10/2001|3/26/2003|TV Tokyo, Dentsu, Dream Force|VIZ Media|Studio Pierrot|Manga|23 min. per ep.|PG-13 - Teens 13 or older|400|1287|111164|2186|5480|62705|6454|6700|29825|8488|12124|15895|10584|4099|1818|520|171|84|121
136|Hunter x Hunter|8.42|Action, Adventure, Super Power, Fantasy, Shounen|TV|62|10/16/1999|3/31/2001|Fuji TV|VIZ Media|Nippon Animation|Manga|23 min. per ep.|PG-13 - Teens 13 or older|143|319|416227|9525|28061|260968|15535|15100|96563|47419|54430|58285|30731|9392|3638|1134|429|258|756
137|Hunter x Hunter: Original Video Animation|8.33|Action, Adventure, Super Power, Shounen|OVA|8|1/17/2002|4/17/2002|||Nippon Animation|Manga|24 min. per ep.|PG-13 - Teens 13 or older|205|1375|101579|408|2115|80683|832|776|17173|11508|14218|16660|8671|2419|805|184|76|39|337
138|Hunter x Hunter: Greed Island|8.21|Action, Adventure, Super Power, Fantasy, Shounen|OVA|8|2/5/2003|4/16/2003|||Nippon Animation|Manga|22 min. per ep.|PG-13 - Teens 13 or older|299|1244|116633|318|2256|98042|833|802|14700|12763|16102|20072|11433|3505|1179|386|160|131|300
139|Hunter x Hunter: Greed Island Final|8.29|Action, Adventure, Super Power, Fantasy, Shounen|OVA|14|3/3/2004|8/18/2004|||Nippon Animation|Manga|24 min. per ep.|PG-13 - Teens 13 or older|230|1288|111292|268|2091|92109|827|750|15515|12905|16044|18455|9667|2997|1048|351|155|111|304
141|Jinki:Extend|6.14|Mecha, Sci-Fi|TV|12|1/6/2005|3/24/2005|TV Asahi, GANSIS|ADV Films, Funimation|feel.|Manga|23 min. per ep.|R - 17+ (violence & profanity)|7618|4923|9900|10|420|4784|474|699|3523|95|146|451|957|909|710|314|129|76|46
142|Kamikaze Kaitou Jeanne|7.45|Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo|TV|44|2/13/1999|1/29/2000|||Toei Animation|Manga|24 min. per ep.|PG-13 - Teens 13 or older|1746|2363|46140|499|1518|32304|1751|1977|8590|2675|3492|5692|6523|3509|1692|538|167|101|54
143|Kannazuki no Miko|6.87|Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai|TV|12|10/2/2004|12/18/2004|Studio Fantasia, Geneon Universal Entertainment, Remic, Front Line, Kodansha, Rondo Robe, Memory-Tech, Toshiba Entertainment|Sentai Filmworks, Geneon Entertainment USA|TNK|Manga|24 min. per ep.|PG-13 - Teens 13 or older|4169|2000|60077|767|2269|33411|2025|2994|19378|2385|2784|4804|6447|4552|2848|1593|750|414|297
144|Kanon|7.11|Drama, Romance, Slice of Life, Supernatural|TV|13|1/31/2002|3/28/2002|Movic, Fuji TV, Fujipacific Music|Funimation|Toei Animation|Visual novel|24 min. per ep.|G - All Ages|3174|2105|55784|248|1418|32662|1469|2522|17713|2080|2785|5100|6498|3833|2084|886|450|251|235
145|Kareshi Kanojo no Jijou|7.61|Comedy, Drama, Romance, School, Shoujo, Slice of Life|TV|26|10/2/1998|3/26/1999|TV Tokyo, GANSIS|Nozomi Entertainment|Gainax, J.C.Staff|Manga|24 min. per ep.|PG-13 - Teens 13 or older|1254|875|170539|2188|11136|75368|10132|7994|65909|6330|11119|18489|16634|7499|3331|1230|428|262|209
146|Kono Minikuku mo Utsukushii Sekai|6.76|Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi|TV|12|4/2/2004|6/18/2004|Geneon Universal Entertainment, TBS, Rondo Robe, Movic|ADV Films|Gainax, Shaft|Original|24 min. per ep.|R+ - Mild Nudity|4625|2145|54222|178|1995|33816|1909|2381|14121|1514|2347|4842|7311|5021|3079|1446|607|343|197
147|Kimi ga Nozomu Eien|7.24|Drama, Romance, Slice of Life|TV|14|10/5/2003|1/4/2004|Lantis, Media Factory, Age|Funimation|Studio Fantasia|Visual novel|23 min. per ep.|R+ - Mild Nudity|2604|1187|123752|1072|3792|75846|3242|4458|36414|6057|9127|14332|14635|8360|4503|2468|1128|771|691
148|Kita e.: Diamond Dust Drops|6.62|Drama, Romance, Slice of Life|TV|12|1/20/2004|4/5/2004||ADV Films|Studio Deen|Visual novel|24 min. per ep.|PG-13 - Teens 13 or older|5305|5411|7823|9|345|2781|354|418|3925|106|151|400|688|480|310|124|75|17|20
149|Loveless|6.86|Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai|TV|12|4/7/2005|6/30/2005|Bandai Visual, TV Asahi, Movic|Media Blasters|J.C.Staff|Manga|24 min. per ep.|PG-13 - Teens 13 or older|4203|1215|121063|1632|4134|81173|4010|8783|22963|5825|7084|10721|14257|10659|6853|3832|1732|1173|1081
150|Blood+|7.66|Action, Military, Mystery, Horror, Supernatural, Drama, Vampire|TV|50|10/8/2005|9/23/2006|Aniplex, Mainichi Broadcasting System|Sony Pictures Entertainment|Production I.G|Original|24 min. per ep.|R - 17+ (violence & profanity)|1116|431|317767|4623|17892|163002|20855|20329|95689|16366|23972|36825|34360|16234|8377|3281|1140|595|452
151|Re: Cutey Honey|7.12|Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai|OVA|3|7/24/2004|9/25/2004|Toei Video||Gainax, Toei Animation|Manga|46 min. per ep.|R+ - Mild Nudity|3130|3430|22697|133|914|10939|588|534|9722|433|903|2314|2742|1446|651|223|98|38|42
152|Solty Rei|7.28|Action, Sci-Fi, Super Power|TV|24|10/7/2005|3/31/2006|AIC, TV Asahi, Sotsu Music Publishing|Funimation|Gonzo|Original|23 min. per ep.|R - 17+ (violence & profanity)|2447|3233|25666|124|1098|13419|1462|1473|8214|730|1303|2914|3287|1692|853|286|111|46|37
153|Juuni Kokuki|8.06|Action, Adventure, Fantasy, Magic, Supernatural|TV|45|4/9/2002|8/30/2003|Sogo Vision|Media Blasters, Discotek Media, Tokyopop|Studio Pierrot|Novel|25 min. per ep.|PG-13 - Teens 13 or older|464|1266|113627|2261|6948|41705|5871|4897|54206|6014|8974|10809|6879|2926|1462|616|277|146|154
154|Shaman King|7.78|Action, Adventure, Comedy, Super Power, Supernatural, Shounen|TV|64|7/4/2001|9/25/2002|TV Tokyo, Nihon Ad Systems, TV Tokyo Music|4Kids Entertainment|Xebec|Manga|23 min. per ep.|PG-13 - Teens 13 or older|853|477|294021|3672|11999|208822|11722|13069|48409|22092|27013|45643|41073|16854|6947|2045|797|342|254
155|X/1999|6.59|Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural|Movie|1|8/3/1996||Kadokawa Shoten, Victor Entertainment, Marubeni, Movic, Sega, Shelty|Manga Entertainment|Madhouse|Manga|1 hr. 37 min.|R - 17+ (violence & profanity)|5420|2904|31227|128|454|22871|314|351|7237|1096|1596|2816|3780|3072|1868|1193|567|349|200
156|X|7.43|Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo|TV|24|10/3/2001|3/27/2002|Bandai Visual, Kadokawa Shoten, d-rights, chara-ani.com|Funimation, Geneon Entertainment USA|Madhouse|Manga|24 min. per ep.|R+ - Mild Nudity|1804|1818|69684|796|2710|39454|3274|3006|21240|3338|4772|7876|8060|4254|2047|893|317|203|138
157|Mahou Sensei Negima!|6.98|Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural|TV|26|1/6/2005|6/30/2005|Starchild Records|Funimation, Sentai Filmworks|Xebec|Manga|23 min. per ep.|PG-13 - Teens 13 or older|3708|1208|121120|601|5607|74264|5159|7468|28622|3438|5581|11739|16816|10244|5568|2566|981|524|346
158|Maria-sama ga Miteru|7.34|Slice of Life, Drama, Romance, Shoujo, Shoujo Ai|TV|13|1/8/2004|4/1/2004|Rondo Robe, TV Tokyo Music|Nozomi Entertainment, Maiden Japan|Studio Deen|Light novel|24 min. per ep.|PG-13 - Teens 13 or older|2178|2170|53511|663|2234|22274|1941|2716|24346|1570|2405|4446|4901|2611|1342|521|234|105|142
159|Boukyaku no Senritsu|6.34|Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural|TV|24|4/7/2004|9/22/2004|Kadokawa Shoten, TBS, KENMedia|Geneon Entertainment USA|Gainax, J.C.Staff|Manga|23 min. per ep.|PG-13 - Teens 13 or older|6657|3975|16632|43|785|6788|751|1212|7096|218|391|731|1364|1202|838|464|236|135|90
160|Ima, Soko ni Iru Boku|7.66|Adventure, Drama, Fantasy, Military, Sci-Fi|TV|13|10/14/1999|1/20/2000|Victor Entertainment, Pioneer LDC, Rakuonsha|Central Park Media|AIC|Original|25 min. per ep.|R - 17+ (violence & profanity)|1140|1309|108100|1018|4451|39741|3252|2434|58222|4012|6505|9669|7286|3490|1636|804|376|170|220
161|Peace Maker Kurogane|7.33|Action, Comedy, Historical, Samurai, Shounen|TV|24|10/8/2003|3/24/2004|GDH, TV Asahi, Imagica|ADV Films, Funimation|Gonzo|Manga|24 min. per ep.|R - 17+ (violence & profanity)|2186|2251|50151|307|2172|26653|2370|2148|16808|1565|2755|5455|6245|3005|1468|560|183|85|66
162|Pita Ten|6.94|Comedy, Fantasy, Kids, Romance, School, Shounen|TV|26|4/7/2002|9/29/2002|Broccoli|Nozomi Entertainment|Madhouse|Manga|24 min. per ep.|G - All Ages|3863|3626|20422|104|743|11980|1103|1557|5039|601|939|1793|2671|1814|1058|409|165|71|55
163|Power Stone|6.48|Adventure, Comedy, Fantasy, Historical, Shounen|TV|26|4/3/1999|9/25/1999|Avex Entertainment|ADV Films|Studio Pierrot|Game|20 min. per ep.|PG - Children|6015|5874|6378|20|196|4024|223|447|1488|150|182|393|863|763|483|190|65|31|30
164|Mononoke Hime|8.72|Action, Adventure, Fantasy|Movie|1|7/12/1997||Tokuma Shoten, Nippon Television Network|GKIDS|Studio Ghibli|Original|2 hr. 15 min.|PG-13 - Teens 13 or older|40|91|876813|17114|11422|735624|3384|1386|124997|184173|167754|131050|57874|17052|5570|1660|545|283|702
165|RahXephon|7.42|Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi|TV|26|1/21/2002|9/11/2002|Asatsu DK, Fuji TV|ADV Films|Bones|Original|23 min. per ep.|PG-13 - Teens 13 or older|1820|1395|100343|949|4101|46207|4534|4203|41298|3247|5815|10129|10104|4981|2400|1150|424|228|179
166|Samurai 7|7.48|Historical, Mecha, Samurai, Sci-Fi|TV|26|6/12/2004|12/25/2004|GDH, Sotsu Music Publishing|Funimation|Gonzo|Other|26 min. per ep.|PG-13 - Teens 13 or older|1646|1295|110124|744|4453|67372|4951|4474|28874|4415|8054|15364|16074|6890|3029|1018|387|167|126
167|Scrapped Princess|7.41|Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen|TV|24|4/8/2003|10/7/2003|Kadokawa Shoten, A-Line|Funimation, Bandai Entertainment|Bones|Light novel|23 min. per ep.|PG-13 - Teens 13 or older|1861|1637|81917|433|3417|42524|3547|3269|29160|1831|4724|10148|10497|4387|2085|625|193|92|97
168|s.CRY.ed|7.38|Action, Sci-Fi, Adventure, Super Power, Drama|TV|26|7/4/2001|12/26/2001|Yomiko Advertising|Bandai Entertainment, Sentai Filmworks, Discotek Media|Sunrise|Original|24 min. per ep.|PG-13 - Teens 13 or older|1969|1787|72311|673|2428|44099|2630|2840|20314|2742|4865|8857|9983|4771|2331|880|307|163|92
